passing_name,Season,salary_name
Nick LaBrocca,2015,Nick LaBrocca
Nick LaBrocca,2016,Nick LaBrocca
Nick Lima,2017,Nick Lima
Nick Lima,2018,Nick Lima
Nick Rimando,2015,Nick Rimando
Nick Rimando,2016,Nick Rimando
Nick Rimando,2017,Nick Rimando
Nick Rimando,2018,Nick Rimando
Nicolai Naess,2016,Nicolai Naess
Nicolai Naess,2017,Nicolai Naess
Nicolas Hasler,2017,Nicolas Hasler
Nicolas Hasler,2018,Nicolas Hasler
Nicolas Lodeiro,2016,Nicolas Lodeiro
Nicolas Lodeiro,2017,Nicolas Lodeiro
Nicolas Lodeiro,2018,Nicolas Lodeiro
Nicolas Mezquida,2015,Nicolas Mezquida
Nicolas Mezquida,2016,Nicolas Mezquida
Nicolas Mezquida,2017,Nicolas Mezquida
Nicolas Mezquida,2018,Nicolas Mezquida
Nigel de Jong,2016,Nigel de Jong
Nigel Reo-Coker,2015,Nigel Reo-Coker
Niki Jackson,2018,Niki Jackson
Niko Hansen,2017,Niko Hansen
Niko Hansen,2018,Niko Hansen
Norberto Paparatto,2015,Norberto Paparatto
Nosa,2017,Nosa Igiebor
Nouhou Tolo,2017,Nouhou Tolo
Nouhou Tolo,2018,Nouhou Tolo
Nuno Coelho,2016,Nuno Coelho
Oalex Anderson,2016,Oalex Anderson
Obafemi Martins,2015,Obafemi Martins
Octavio Rivero,2015,Octavio Rivero
Octavio Rivero,2016,Octavio Rivero
Oguchi Onyewu,2017,Oguchi Onyewu
Ola Kamara,2016,Ola Kamara
Ola Kamara,2017,Ola Kamara
Ola Kamara,2018,Ola Kamara
Olivier Mbaizo,2018,Olivier Mbaizo
Olmes Garcia,2015,Olmes Garcia
Olmes Garcia,2016,Olmes Garcia
Omar Gaber,2018,Omar Gaber
Omar Gonzalez,2015,Omar Gonzalez
Omar Holness,2016,Omar Holness
Omar Holness,2017,Omar Holness
Omer Damari,2016,Omer Damari
Oniel Fisher,2015,Oniel Fisher
Oniel Fisher,2016,Oniel Fisher
Oniel Fisher,2017,Oniel Fisher
Oniel Fisher,2018,Oniel Fisher
Oriol Rosell,2018,Oriol Rosell
Oscar Boniek Garcia,2015,Oscar Boniek Garcia
Oscar Boniek Garcia,2016,Oscar Boniek Garcia
Oscar Boniek Garcia,2017,Oscar Boniek Garcia
Oscar Boniek Garcia,2018,Oscar Boniek Garcia
Oscar Sorto,2015,Oscar Sorto
Osvaldo Alonso,2015,Osvaldo Alonso
Osvaldo Alonso,2016,Osvaldo Alonso
Osvaldo Alonso,2017,Osvaldo Alonso
Osvaldo Alonso,2018,Osvaldo Alonso
Oyvind Alseth,2017,Oyvind Alseth
Pa Modou Kah,2015,Pa Modou Kah
Pa Modou Kah,2016,Pa Modou Kah
Pablo Alvarez,2015,Pablo Alvarez
Pablo Aranguiz,2018,Pablo Aranguiz
Pablo Ruiz,2018,Pablo Ruiz
Paolo Tornaghi,2016,Paolo Tornaghi
Paolo Tornaghi,2017,Paolo Tornaghi
Patrice Bernier,2015,Patrice Bernier
Patrice Bernier,2016,Patrice Bernier
Patrice Bernier,2017,Patrice Bernier
Patrick Doody,2015,Patrick Doody
Patrick Doody,2017,Patrick Doody
Patrick McLain,2016,Patrick McLain
Patrick McLain,2018,Patrick McLain
Patrick Mullins,2015,Patrick Mullins
Patrick Mullins,2016,Patrick Mullins
Patrick Mullins,2017,Patrick Mullins
Patrick Mullins,2018,Patrick Mullins
Patrick Nyarko,2015,Patrick Nyarko
Patrick Nyarko,2016,Patrick Nyarko
Patrick Nyarko,2017,Patrick Nyarko
Paul Arriola,2017,Paul Arriola
Paul Arriola,2018,Paul Arriola
Paul Christensen,2018,Paul Christensen
Paulo Nagamura,2015,Paulo Nagamura
Paulo Nagamura,2016,Paulo Nagamura
Paulo Renato,2015,Paulo Renato
Paxton Pomykal,2017,Paxton Pomykal
Paxton Pomykal,2018,Paxton Pomykal
Pecka,2015,Pecka
Pedro Baez,2016,Pedro Baez Benitez
Pedro Morales,2015,Pedro Morales
Pedro Morales,2016,Pedro Morales
Pedro Ribeiro,2015,Pedro Ribeiro
Pedro Ribeiro,2016,Pedro Ribeiro
Pedro Santos,2017,Pedro Santos
Pedro Santos,2018,Pedro Santos
Pele van Anholt,2017,Pele van Anholt
Perry Kitchen,2015,Perry Kitchen
Perry Kitchen,2018,Perry Kitchen
Phanuel Kavita,2015,Phanuel Kavita
Phanuel Kavita,2016,Phanuel Kavita
Philippe Senderos,2017,Philippe Senderos
Philippe Senderos,2018,Philippe Senderos
Pierre Da Silva,2017,Pierre Da Silva
Pierre Da Silva,2018,Pierre Da Silva
Quincy Amarikwa,2015,Quincy Amarikwa
Quincy Amarikwa,2016,Quincy Amarikwa
Quincy Amarikwa,2017,Quincy Amarikwa
Quincy Amarikwa,2018,Quincy Amarikwa
Rafael Garcia,2015,Rafael Garcia
Rafael Garcia,2016,Rafael Garcia
Rafael Garcia,2017,Rafael Garcia
Rafael Ramos,2015,Rafael Ramos
Rafael Ramos,2016,Rafael Ramos
Rafael Ramos,2017,Rafael Ramos
Rafael Ramos,2018,Rafael Ramos
Raheem Edwards,2017,Raheem Edwards
Raheem Edwards,2018,Raheem Edwards
Rais M'bolhi,2015,Rais M'bolhi
Rasheed Olabiyi,2015,Rasheed Olabiyi
Rasmus Schuller,2017,Rasmus Schuller
Rasmus Schuller,2018,Rasmus Schuller
Raul Mendiola,2016,Raul Mendiola
Raul Mendiola,2017,Raul Mendiola
Raul Rodriguez,2015,Raul Rodriguez
Raul Rodriguez,2016,Raul Rodriguez
Raul Ruidiaz,2018,Raul Ruidiaz
Raymon Gaddis,2015,Raymon Gaddis
Raymon Gaddis,2016,Raymon Gaddis
Raymon Gaddis,2017,Raymon Gaddis
Raymon Gaddis,2018,Raymon Gaddis
Raymond Lee,2015,Raymond Lee
Razvan Cocis,2015,Razvan Cocis
Razvan Cocis,2016,Razvan Cocis
Reagan Dunk,2017,Reagan Dunk
Reggie Cannon,2018,Reggie Cannon
Reto Ziegler,2018,Reto Ziegler
Ricardo Clark,2015,Ricardo Clark
Ricardo Clark,2016,Ricardo Clark
Ricardo Clark,2017,Ricardo Clark
Ricardo Clark,2018,Ricardo Clark
Ricardo Velazco,2017,Ricardo Velazco
Richard Sanchez,2017,Richard Sanchez
Richard Sanchez,2018,Richard Sanchez
Richie Laryea,2017,Richie Laryea
Richie Laryea,2018,Richie Laryea
Richie Marquez,2015,Richie Marquez
Richie Marquez,2016,Richie Marquez
Richie Marquez,2017,Richie Marquez
Ricky Lopez-Espin,2018,Ricky Lopez-Espin
RJ Allen,2015,RJ Allen
RJ Allen,2016,RJ Allen
RJ Allen,2017,RJ Allen
RJ Allen,2018,RJ Allen
Rob Lovejoy,2015,Rob Lovejoy
Rob Lovejoy,2016,Rob Lovejoy
Rob Vincent,2016,Rob Vincent
Rob Vincent,2017,Rob Vincent
Robbie Findley,2015,Robbie Findley
Robbie Keane,2015,Robbie Keane
Robbie Keane,2016,Robbie Keane
Robbie Rogers,2015,Robbie Rogers
Robbie Rogers,2016,Robbie Rogers
Robert Earnshaw,2015,Robert Earnshaw
Rod Fanni,2018,Rod Fanni
Rodney Wallace,2015,Rodney Wallace
Rodney Wallace,2017,Rodney Wallace
Rodney Wallace,2018,Rodney Wallace
Rodrigo Pacheco,2018,Rodrigo Pacheco
Rodrigo Ramos,2016,Rodrigo Ramos
Rodrigo Saravia,2016,Rodrigo Saravia
Roger Espinoza,2015,Roger Espinoza
Roger Espinoza,2016,Roger Espinoza
Roger Espinoza,2017,Roger Espinoza
Roger Espinoza,2018,Roger Espinoza
Roland Alberg,2016,Roland Alberg
Roland Alberg,2017,Roland Alberg
